R-Strength,H-Strength,VP,Cities,Dev,Round,Winner
7,24,2,0,0,2,0
5,28,4,0,0,2,0
6,1,2,0,1,2,0
27,36,5,0,1,2,1
7,32,2,0,0,2,0
5,32,4,0,0,2,0
6,4,2,0,1,2,0
27,18,5,0,1,2,1
7,15,2,0,0,2,0
5,6,4,0,0,2,0
6,12,2,0,1,2,0
27,21,5,0,1,2,1
7,25,2,0,0,2,0
5,2,4,0,0,2,0
6,6,2,0,1,2,0
27,24,5,0,1,2,1
7,2,3,0,1,2,0
5,2,4,0,0,2,0
6,8,2,0,1,2,0
27,27,5,0,1,2,1
7,1,3,0,1,2,0
5,6,4,0,0,2,0
6,4,2,0,1,2,0
27,27,5,0,1,2,1
7,1,3,0,1,2,0
5,2,4,0,0,2,0
6,9,2,0,1,2,0
27,48,5,0,1,2,1
7,4,3,0,1,2,0
5,6,4,0,0,2,0
6,9,2,0,1,2,0
27,28,6,1,1,2,1
7,4,3,0,1,2,0
5,6,4,0,0,2,0
6,9,2,0,1,2,0
27,10,6,1,1,2,1
7,8,3,0,1,2,0
5,15,4,0,0,2,0
6,12,2,0,1,2,0
27,24,6,1,1,2,1
7,4,3,0,2,2,0
5,18,4,0,0,2,0
6,15,2,0,1,2,0
27,18,6,1,1,2,1
7,18,3,0,2,2,0
5,21,4,0,0,2,0
6,12,2,0,1,2,0
27,56,6,1,1,2,1
7,18,3,0,2,2,0
5,18,4,0,0,2,0
6,15,2,0,1,2,0
28,64,7,1,1,2,1
7,32,3,0,2,2,0
5,21,4,0,0,2,0
6,15,2,0,1,2,0
28,36,7,1,1,2,1
7,15,3,0,2,2,0
5,8,4,0,0,2,0
6,15,2,0,1,2,0
28,56,7,1,1,2,1
7,21,3,0,2,2,0
5,10,4,0,0,2,0
6,15,2,0,1,2,0
28,60,7,1,1,2,1
7,21,3,0,2,2,0
5,12,4,0,0,2,0
6,18,2,0,1,2,0
28,21,7,1,1,2,1
7,21,3,0,2,3,0
5,10,4,0,0,3,0
6,12,2,0,1,3,0
28,18,7,1,1,3,1
7,21,3,0,2,3,0
5,10,4,0,0,3,0
6,9,2,0,1,3,0
28,44,7,1,1,3,1
7,21,3,0,2,3,0
5,8,4,0,0,3,0
6,9,2,0,1,3,0
28,28,7,1,1,3,1
7,18,3,0,2,3,0
5,8,4,0,0,3,0
6,12,2,0,1,3,0
28,65,7,1,1,3,1
7,32,3,0,2,3,0
5,10,4,0,0,3,0
6,12,2,0,1,3,0
28,65,7,1,1,3,1
7,21,3,0,2,3,0
5,10,4,0,0,3,0
6,15,2,0,1,3,0
28,56,7,1,2,3,1
7,21,3,0,2,3,0
5,14,4,0,0,3,0
6,8,2,0,1,3,0
28,36,7,1,2,3,1
7,32,3,0,2,3,0
5,10,4,0,0,3,0
6,8,2,0,1,3,0
28,6,7,1,2,3,1
7,12,3,0,2,3,0
5,10,4,0,0,3,0
6,4,2,0,1,3,0
28,40,7,1,2,3,1
7,9,3,0,2,3,0
5,16,4,0,0,3,0
6,9,2,0,1,3,0
28,70,7,1,2,3,1
7,2,5,0,3,3,0
5,12,4,0,0,3,0
6,12,2,0,1,3,0
28,40,7,1,2,3,1
7,4,5,0,3,3,0
5,9,4,0,0,3,0
6,12,2,0,1,3,0
28,4,7,1,3,3,1
7,8,5,0,3,3,0
5,18,4,0,0,3,0
6,15,2,0,1,3,0
28,55,7,1,3,3,1
7,10,5,0,3,3,0
13,6,5,0,0,3,0
6,12,2,0,1,3,0
28,9,7,1,3,3,1
7,18,5,0,3,3,0
13,15,5,0,0,3,0
6,15,2,0,1,3,0
28,15,7,1,3,3,1
7,21,5,0,3,3,0
13,18,5,0,0,3,0
6,6,2,0,2,3,0
28,15,7,1,3,3,1
7,24,5,0,3,3,0
13,15,5,0,0,3,0
6,8,2,0,2,3,0
28,30,7,1,3,3,1
7,6,5,0,3,3,0
13,18,5,0,0,3,0
6,8,2,0,2,3,0
28,9,7,1,3,3,1
7,12,5,0,3,3,0
13,6,5,0,0,3,0
6,18,2,0,2,3,0
28,12,8,1,4,3,1
7,12,5,0,3,3,0
13,6,5,0,0,3,0
6,18,2,0,2,3,0
28,55,8,1,4,3,1
7,21,5,0,3,3,0
22,4,6,0,0,3,0
6,12,2,0,2,3,0
28,80,8,1,4,3,1
7,27,5,0,3,3,0
30,12,7,0,0,3,0
6,2,2,0,2,3,0
28,56,9,2,4,3,1
7,24,5,0,3,3,0
30,28,7,0,0,3,0
6,1,2,0,2,3,0
28,56,9,2,4,3,1
7,32,5,0,3,3,0
30,50,7,0,0,3,0
6,2,2,0,2,3,0
28,21,9,2,4,3,1
7,8,5,0,3,3,0
30,6,7,0,1,3,0
6,3,2,0,2,3,0
28,40,9,2,4,3,1
7,8,5,0,3,3,0
30,24,7,0,1,3,0
6,4,2,0,2,3,0
28,30,10,3,4,3,1
13,12,2,0,1,3,0
10,12,2,0,0,1,0
8,15,2,0,0,1,0
15,24,2,0,0,1,0
13,21,2,0,2,1,1
10,18,2,0,0,1,0
8,15,2,0,0,1,0
15,21,2,0,1,1,0
13,24,2,0,3,1,1
10,2,2,0,0,1,0
8,16,2,0,0,1,0
15,8,2,0,1,1,0
13,4,4,0,4,1,1
10,6,2,0,0,1,0
8,4,3,0,1,1,0
15,15,2,0,1,1,0
13,9,4,0,4,1,1
10,8,2,0,0,1,0
8,12,3,0,1,1,0
15,6,2,0,2,1,0
13,6,4,0,4,1,1
10,15,2,0,0,1,0
8,12,3,0,1,1,0
15,8,2,0,2,1,0
13,2,5,1,4,1,1
10,10,2,0,0,1,0
8,15,3,0,1,1,0
15,6,3,0,3,1,0
13,2,5,1,4,1,1
10,10,2,0,0,1,0
8,8,3,0,1,1,0
15,18,3,0,3,1,0
13,1,5,1,4,1,1
10,21,2,0,0,1,0
8,6,3,0,1,1,0
15,18,3,0,3,1,0
13,2,5,1,5,1,1
10,21,2,0,0,1,0
8,9,3,0,1,1,0
15,10,3,0,4,1,0
13,6,5,1,5,1,1
10,12,2,0,0,1,0
8,9,3,0,1,1,0
15,20,3,0,4,1,0
13,8,5,1,5,1,1
10,2,2,0,0,1,0
8,1,3,0,2,1,0
15,15,3,0,4,1,0
13,15,5,1,5,1,1
10,12,2,0,0,1,0
8,16,3,0,2,1,0
15,15,3,0,4,1,0
13,9,5,1,6,1,1
10,8,2,0,0,1,0
8,4,3,0,3,1,0
15,10,3,0,4,1,0
13,21,6,1,8,1,1
10,12,2,0,0,1,0
8,6,3,0,3,1,0
15,15,3,0,4,1,0
13,15,6,1,9,1,1
10,15,2,0,0,1,0
8,6,3,0,3,1,0
15,18,3,0,4,1,0
13,20,6,1,10,1,1
10,18,2,0,0,1,0
8,6,3,0,3,1,0
15,15,3,0,4,1,0
13,0,7,2,10,1,1
10,24,2,0,0,1,0
8,12,3,0,3,1,0
15,10,3,0,4,1,0
13,8,7,2,10,1,1
10,24,2,0,0,1,0
8,15,3,0,3,1,0
15,15,3,0,4,1,0
13,15,7,2,10,1,1
10,12,2,0,0,1,0
8,18,3,0,3,1,0
15,6,5,0,4,1,0
13,30,7,2,10,1,1
10,5,2,0,0,1,0
8,21,3,0,3,1,0
15,4,5,0,4,1,0
13,27,7,2,10,1,1
10,20,2,0,0,1,0
8,24,3,0,3,1,0
15,4,5,0,4,1,0
13,30,7,2,10,1,1
10,12,2,0,0,1,0
8,18,3,0,3,1,0
15,18,5,0,4,1,0
13,52,7,2,11,1,1
10,24,2,0,1,1,0
8,25,3,0,4,1,0
15,15,5,0,4,1,0
13,10,7,2,11,1,1
10,15,2,0,1,1,0
8,1,3,0,5,1,0
15,18,5,0,4,1,0
13,21,8,2,12,1,1
10,18,2,0,1,1,0
8,4,3,0,5,1,0
15,15,5,0,4,1,0
13,16,8,2,12,1,1
10,21,2,0,1,1,0
8,8,3,0,5,2,0
15,21,5,0,4,2,0
13,24,8,2,12,2,1
10,15,2,0,1,2,0
8,10,3,0,5,2,0
15,12,5,0,4,2,0
13,30,8,2,12,2,1
10,6,2,0,1,2,0
8,12,3,0,5,2,0
15,21,5,0,4,2,0
13,10,8,2,12,2,1
10,1,3,0,2,2,0
8,12,3,0,5,2,0
15,8,5,0,4,2,0
13,18,8,2,13,2,1
10,2,3,0,2,2,0
8,12,3,0,5,2,0
15,15,5,0,4,2,0
13,24,8,2,14,2,1
10,18,3,0,2,2,0
8,28,3,0,5,2,0
15,15,5,0,4,2,0
13,8,8,2,14,2,1
10,21,3,0,2,2,0
8,32,3,0,5,2,0
15,18,5,0,4,2,0
13,44,8,2,14,2,1
10,12,3,0,2,2,0
8,8,3,0,5,2,0
15,21,5,0,4,2,0
13,24,8,2,14,2,1
10,18,3,0,2,2,0
8,3,3,0,5,2,0
15,24,5,0,4,2,0
13,24,8,2,14,2,1
10,10,3,0,2,2,0
8,4,3,0,5,2,0
15,6,5,0,4,2,0
13,27,8,2,14,2,1
10,1,4,1,2,2,0
8,1,3,0,5,2,0
15,6,5,0,4,2,0
13,20,8,2,14,2,1
10,4,4,1,2,2,0
8,4,3,0,5,2,0
15,8,5,0,4,2,0
13,18,8,2,14,2,1
10,9,4,1,2,2,0
8,6,3,0,5,2,0
15,8,5,0,4,2,0
13,28,8,2,14,2,1
10,4,6,1,2,2,0
8,12,3,0,5,2,0
15,15,3,0,4,2,0
13,24,8,2,14,2,1
10,10,6,1,2,2,0
8,24,3,0,5,2,0
15,15,3,0,4,2,0
13,45,8,2,14,2,1
10,8,6,1,2,2,0
8,18,3,0,5,2,0
15,15,3,0,4,2,0
13,56,8,2,14,2,1
10,8,6,1,2,2,0
8,20,3,0,5,2,0
15,10,3,0,4,2,0
13,15,8,2,14,2,1
10,12,6,1,2,2,0
8,15,3,0,5,2,0
15,15,3,0,4,2,0
13,24,8,2,14,2,1
10,21,6,1,2,2,0
8,15,3,0,5,2,0
15,21,3,0,4,2,0
13,28,8,2,14,2,1
10,18,6,1,2,2,0
8,24,3,0,5,2,0
15,24,3,0,4,2,0
13,28,8,2,14,2,1
10,12,6,1,2,2,0
8,12,3,0,5,2,0
15,28,3,0,4,2,0
13,56,8,2,14,2,1
10,28,6,1,2,2,0
8,18,3,0,5,2,0
15,8,3,0,4,2,0
13,24,8,2,14,2,1
10,28,6,1,2,2,0
8,18,3,0,5,2,0
15,18,3,0,4,2,0
13,21,8,2,14,2,1
10,36,6,1,2,2,0
8,12,3,0,5,2,0
15,4,3,0,4,2,0
13,21,8,2,14,2,1
10,28,6,1,2,2,0
8,4,3,0,5,2,0
15,9,3,0,4,2,0
13,8,8,2,14,2,1
10,28,6,1,2,2,0
8,4,3,0,5,2,0
15,9,3,0,4,2,0
13,8,8,2,14,2,1
10,24,6,1,2,2,0
8,4,3,0,5,2,0
20,16,4,0,4,2,0
13,4,8,2,14,2,1
10,12,6,1,2,2,0
8,4,3,0,5,2,0
20,40,4,0,4,2,0
13,10,8,2,14,2,1
10,24,6,1,2,2,0
8,9,3,0,5,3,0
20,8,4,0,4,3,0
13,12,8,2,14,3,1
10,28,6,1,2,3,0
8,12,3,0,5,3,0
20,21,4,0,4,3,0
13,21,8,2,14,3,1
10,28,6,1,2,3,0
8,16,3,0,5,3,0
20,4,4,0,4,3,0
13,9,8,2,14,3,1
10,24,6,1,2,3,0
8,24,3,0,5,3,0
20,15,4,0,4,3,0
13,24,8,2,14,3,1
10,15,6,1,2,3,0
8,32,3,0,5,3,0
20,20,4,0,4,3,0
13,20,8,2,14,3,1
10,24,6,1,2,3,0
8,15,3,0,5,3,0
22,6,5,0,4,3,0
13,44,8,2,14,3,1
10,18,6,1,2,3,0
8,18,3,0,5,3,0
22,8,5,0,4,3,0
13,20,8,2,14,3,1
10,18,6,1,2,3,0
8,21,3,0,5,3,0
22,21,5,0,4,3,0
13,36,8,2,14,3,1
10,36,6,1,2,3,0
8,21,3,0,5,3,0
22,27,5,0,4,3,0
13,68,8,2,14,3,1
10,10,7,2,2,3,0
8,21,3,0,5,3,0
22,48,5,0,4,3,0
13,72,8,2,14,3,1
10,12,7,2,2,3,0
8,12,3,0,5,3,0
22,20,5,0,4,3,0
13,9,8,2,14,3,1
10,8,7,2,2,3,0
8,10,3,0,5,3,0
22,18,5,0,4,3,0
13,12,8,2,14,3,1
10,12,7,2,2,3,0
8,8,3,0,5,3,0
22,12,5,0,4,3,0
13,21,8,2,14,3,1
10,18,7,2,2,3,0
8,9,3,0,5,3,0
22,12,5,0,4,3,0
13,21,8,2,14,3,1
10,36,7,2,2,3,0
8,10,3,0,5,3,0
22,12,5,0,4,3,0
13,30,8,2,14,3,1
10,32,7,2,2,3,0
8,10,3,0,5,3,0
22,12,5,0,4,3,0
13,36,8,2,14,3,1
10,36,7,2,2,3,0
8,15,3,0,5,3,0
22,16,7,0,4,3,0
13,48,8,2,14,3,1
10,6,5,2,2,3,0
8,8,3,0,5,3,0
22,14,7,0,4,3,0
13,24,8,2,14,3,1
10,6,5,2,2,3,0
8,6,3,0,5,3,0
22,32,7,0,4,3,0
13,52,8,2,14,3,1
10,8,7,2,2,3,0
8,3,3,0,5,3,0
22,20,5,0,4,3,0
13,52,8,2,14,3,1
10,15,7,2,2,3,0
8,9,3,0,5,3,0
22,8,5,0,4,3,0
13,21,8,2,14,3,1
10,18,7,2,2,3,0
20,18,4,0,5,3,0
22,32,5,0,4,3,0
13,27,8,2,14,3,1
10,18,7,2,2,3,0
20,18,4,0,5,3,0
22,8,5,0,4,3,0
13,18,8,2,14,3,1
10,15,7,2,2,3,0
20,10,4,0,5,3,0
22,15,5,0,4,3,0
13,28,8,2,14,3,1
10,24,7,2,2,3,0
20,10,4,0,5,3,0
23,8,6,0,4,3,0
13,24,8,2,14,3,1
10,36,7,2,2,3,0
20,10,4,0,5,3,0
29,14,7,0,4,3,0
17,24,9,2,14,3,1
10,44,7,2,2,3,0
20,15,4,0,5,3,0
29,21,7,0,4,3,0
17,24,10,3,14,3,1
6,8,2,0,0,3,1
6,12,2,0,0,1,0
15,10,2,0,0,1,1
13,12,2,0,0,1,0
6,4,2,0,0,1,0
6,8,2,0,0,1,0
15,10,2,0,0,1,1
13,12,3,0,1,1,0
6,1,2,0,0,1,0
6,8,2,0,0,1,0
15,12,2,0,0,1,1
13,12,3,0,1,1,0
6,8,2,0,0,1,0
6,10,2,0,0,1,0
15,12,2,0,0,1,1
13,15,3,0,1,1,0
6,12,2,0,0,1,0
6,4,2,0,0,1,0
15,6,2,0,1,1,1
13,21,3,0,1,1,0
6,18,2,0,0,1,0
6,4,2,0,0,1,0
15,15,2,0,1,1,1
13,18,3,0,1,1,0
6,12,2,0,0,1,0
6,9,2,0,0,1,0
15,18,2,0,1,1,1
13,21,3,0,1,1,0
6,8,2,0,0,1,0
6,4,2,0,0,1,0
15,12,2,0,1,1,1
13,20,3,0,1,1,0
6,6,2,0,0,1,0
6,6,2,0,0,1,0
15,21,2,0,1,1,1
20,4,4,0,1,1,0
6,4,2,0,0,1,0
6,4,2,0,0,1,0
15,12,2,0,1,1,1
20,1,4,0,1,1,0
6,6,2,0,0,1,0
6,6,2,0,0,2,0
15,6,2,0,1,2,1
20,1,4,0,1,2,0
6,6,2,0,0,2,0
6,6,2,0,0,2,0
15,14,2,0,1,2,1
20,4,4,0,1,2,0
6,8,2,0,0,2,0
6,6,2,0,0,2,0
15,8,2,0,1,2,1
20,15,4,0,1,2,0
6,8,2,0,0,2,0
6,15,2,0,0,2,0
15,9,2,0,1,2,1
20,15,4,0,1,2,0
6,4,2,0,0,2,0
6,21,2,0,0,2,0
15,15,2,0,1,2,1
20,12,4,0,1,2,0
6,4,2,0,0,2,0
6,24,2,0,0,2,0
19,15,3,0,1,2,1
20,24,4,0,1,2,0
6,15,2,0,0,2,0
6,24,2,0,0,2,0
19,15,3,0,1,2,1
20,24,4,0,2,2,0
6,16,2,0,0,2,0
6,12,2,0,0,2,0
19,8,5,0,2,2,1
20,21,4,0,2,2,0
10,1,3,0,0,2,0
6,18,2,0,0,2,0
19,21,5,0,2,2,1
20,14,4,0,2,2,0
10,3,3,0,0,2,0
6,24,2,0,0,2,0
19,18,5,0,2,2,1
20,12,4,0,2,2,0
10,0,3,0,1,3,0
6,15,2,0,1,3,0
19,8,5,0,3,3,1
20,4,4,0,2,3,0
10,1,3,0,1,3,0
6,8,2,0,1,3,0
19,15,7,0,3,3,1
20,15,4,0,2,3,0
10,1,3,0,1,3,0
6,6,2,0,1,3,0
21,4,8,0,3,3,1
20,12,4,0,2,3,0
10,1,3,0,1,3,0
6,6,2,0,1,3,0
21,8,8,0,3,3,1
20,18,4,0,2,3,0
10,6,3,0,1,3,0
6,6,2,0,1,3,0
21,10,8,0,3,3,1
20,21,4,0,2,3,0
10,8,3,0,1,3,0
6,12,2,0,1,3,0
21,12,8,0,3,3,1
20,4,4,0,2,3,0
10,6,3,0,1,3,0
6,12,2,0,1,3,0
21,8,8,0,3,3,1
20,6,4,0,2,3,0
10,6,3,0,2,3,0
6,21,2,0,1,3,0
21,6,9,0,4,3,1
20,12,4,0,2,3,0
10,6,3,0,2,3,0
6,15,2,0,1,3,0
21,10,9,0,4,3,1
20,15,4,0,2,3,0
10,8,3,0,2,3,0
6,12,2,0,2,3,0
21,8,10,0,4,3,1
6,0,2,0,0,3,0
14,16,2,0,1,1,1
11,4,2,0,0,1,0
8,6,2,0,1,1,0
6,0,2,0,0,1,0
14,18,3,0,2,1,1
11,2,2,0,0,1,0
8,9,2,0,1,1,0
6,1,2,0,0,1,0
14,15,4,0,3,1,1
11,15,2,0,0,1,0
8,4,2,0,1,1,0
6,2,2,0,0,1,0
14,21,4,0,3,1,1
11,1,2,0,1,1,0
8,6,2,0,1,1,0
6,2,2,0,0,1,0
14,24,4,0,3,1,1
11,6,2,0,1,1,0
8,3,2,0,1,1,0
6,0,4,0,0,1,0
14,18,4,0,3,1,1
11,0,3,1,1,1,0
8,3,2,0,1,1,0
6,0,4,0,0,1,0
14,8,4,0,3,1,1
11,2,3,1,1,1,0
8,15,2,0,1,1,0
6,0,4,0,0,1,0
14,15,4,0,3,1,1
11,4,3,1,1,1,0
8,15,2,0,1,1,0
6,1,4,0,0,1,0
14,3,6,0,4,1,1
11,4,3,1,1,1,0
8,15,2,0,1,1,0
6,2,4,0,0,1,0
14,6,6,0,4,1,1
11,8,3,1,1,1,0
8,12,3,0,2,1,0
6,0,4,0,0,1,0
14,1,7,1,4,1,1
11,10,3,1,1,1,0
8,12,3,0,2,1,0
6,1,4,0,0,1,0
14,9,7,1,4,1,1
11,10,3,1,1,1,0
8,18,3,0,2,1,0
6,0,4,0,0,1,0
14,18,7,1,5,1,1
11,20,3,1,1,1,0
8,18,3,0,2,1,0
6,0,4,0,0,1,0
14,15,7,1,6,1,1
11,2,3,1,2,1,0
8,12,3,0,2,1,0
6,1,4,0,0,1,0
14,15,7,1,6,1,1
11,9,3,1,2,1,0
8,9,3,0,2,1,0
6,1,4,0,0,1,0
14,15,7,1,7,2,1
11,2,4,1,3,2,0
8,6,3,0,2,2,0
6,1,4,0,0,2,0
14,20,7,1,7,2,1
11,4,4,1,3,2,0
8,2,3,0,2,2,0
6,1,4,0,0,2,0
14,8,7,1,8,2,1
11,0,4,1,4,2,0
8,6,3,0,2,2,0
6,0,4,0,0,2,0
14,24,7,1,8,2,1
11,3,4,1,4,2,0
8,6,3,0,2,2,0
6,2,4,0,0,2,0
14,6,7,1,8,2,1
11,6,4,1,4,2,0
8,18,3,0,2,2,0
6,3,4,0,0,2,0
14,6,7,1,8,2,1
11,18,4,1,4,2,0
8,15,3,0,2,2,0
6,3,4,0,0,2,0
14,8,7,1,8,2,1
11,18,4,1,4,2,0
8,10,3,0,2,2,0
6,8,4,0,0,2,0
14,10,7,1,8,2,1
11,10,4,1,4,2,0
8,12,3,0,2,2,0
6,8,4,0,0,2,0
14,8,7,1,8,2,1
11,6,4,1,5,2,0
8,8,3,0,2,2,0
6,6,4,0,0,2,0
14,15,7,1,8,2,1
11,15,4,1,5,2,0
8,8,3,0,2,2,0
6,9,4,0,0,2,0
14,15,7,1,8,2,1
11,15,4,1,5,2,0
8,15,3,0,2,2,0
6,4,4,0,0,2,0
14,2,7,1,9,2,1
11,15,4,1,5,2,0
8,21,3,0,2,2,0
6,4,4,0,0,2,0
14,10,7,1,9,2,1
11,12,4,1,5,2,0
8,15,3,0,2,2,0
6,4,4,0,0,2,0
14,9,7,1,9,2,1
11,10,4,1,5,2,0
8,12,3,0,2,2,0
6,24,4,0,0,2,0
14,9,7,1,9,3,1
11,12,4,1,5,3,0
8,15,3,0,2,3,0
6,28,4,0,0,3,0
14,12,7,1,9,3,1
11,3,4,1,5,3,0
8,10,3,0,2,3,0
6,18,4,0,0,3,0
14,15,7,1,9,3,1
11,2,5,2,5,3,0
8,8,3,0,2,3,0
6,20,4,0,0,3,0
14,12,7,1,9,3,1
11,10,5,2,5,3,0
8,10,3,0,2,3,0
6,24,4,0,0,3,0
14,6,8,2,9,3,1
11,8,5,2,5,3,0
8,10,3,0,2,3,0
6,28,4,0,0,3,0
14,4,8,2,9,3,1
11,15,5,2,5,3,0
8,10,3,0,2,3,0
6,28,4,0,0,3,0
14,8,8,2,9,3,1
11,18,5,2,5,3,0
8,15,3,0,2,3,0
6,20,4,0,0,3,0
14,10,8,2,9,3,1
11,20,5,2,5,3,0
12,4,4,0,2,3,0
6,24,4,0,0,3,0
14,15,8,2,10,3,1
11,6,5,2,6,3,0
12,12,4,0,2,3,0
6,32,4,0,0,3,0
14,8,8,2,10,3,1
11,15,5,2,6,3,0
12,15,4,0,2,3,0
6,10,4,0,0,3,0
14,24,8,2,10,3,1
11,18,5,2,6,3,0
12,15,4,0,3,3,0
6,21,4,0,0,3,0
14,40,8,2,10,3,1
11,21,5,2,7,3,0
12,21,4,0,3,3,0
6,21,4,0,0,3,0
14,6,8,2,11,3,1
11,15,5,2,7,3,0
12,20,4,0,3,3,0
6,21,4,0,0,3,0
17,20,9,2,11,3,1
11,6,5,2,7,3,0
12,21,4,0,3,3,0
6,20,4,0,0,3,0
17,18,9,2,12,3,1
11,8,5,2,7,3,0
12,12,4,0,3,3,0
6,4,5,0,0,3,0
17,40,10,2,13,3,1
8,12,2,0,0,3,0
7,12,2,0,0,1,0
9,6,2,0,1,1,1
13,4,2,0,1,1,0
8,15,2,0,0,1,0
7,9,2,0,0,1,0
9,18,2,0,1,1,1
13,16,2,0,1,1,0
8,6,2,0,0,1,0
7,1,2,0,1,1,0
9,3,2,0,1,1,1
13,16,2,0,1,1,0
8,8,2,0,0,1,0
7,1,2,0,1,1,0
9,10,2,0,1,1,1
13,9,4,0,2,1,0
8,8,2,0,0,1,0
7,1,2,0,1,1,0
9,21,2,0,1,1,1
13,6,4,0,3,1,0
8,10,2,0,0,1,0
7,6,2,0,1,1,0
9,18,2,0,1,1,1
13,12,4,0,3,1,0
8,9,2,0,0,1,0
7,10,2,0,1,1,0
9,8,2,0,2,1,1
13,10,4,0,3,1,0
8,9,2,0,0,1,0
7,21,2,0,1,1,0
9,9,4,0,2,1,1
13,8,2,0,3,1,0
8,4,2,0,1,1,0
7,14,2,0,1,1,0
9,12,4,0,2,1,1
13,15,2,0,3,1,0
8,4,2,0,1,1,0
7,21,2,0,1,1,0
9,16,4,0,3,1,1
13,15,2,0,3,1,0
8,9,2,0,1,1,0
7,8,2,0,1,1,0
9,9,4,0,3,1,1
13,3,2,0,3,1,0
8,12,2,0,1,1,0
7,18,2,0,1,1,0
9,2,4,0,4,1,1
13,16,2,0,3,1,0
8,9,2,0,1,1,0
7,18,2,0,1,1,0
9,12,4,0,4,1,1
13,4,3,0,4,1,0
8,15,2,0,1,1,0
7,10,2,0,1,2,0
9,8,4,0,5,2,1
13,12,3,0,4,2,0
8,4,2,0,2,2,0
7,10,2,0,1,2,0
9,6,6,0,5,2,1
13,2,3,0,4,2,0
8,24,2,0,2,2,0
7,6,2,0,1,2,0
9,4,6,0,5,2,1
13,4,3,0,5,2,0
8,6,2,0,2,2,0
7,6,2,0,1,2,0
9,12,6,0,5,2,1
13,1,3,0,5,2,0
8,6,2,0,2,2,0
7,15,2,0,1,2,0
9,15,6,0,5,2,1
13,4,3,0,5,2,0
8,16,2,0,3,2,0
7,21,2,0,1,2,0
9,15,6,0,5,2,1
13,6,3,0,5,2,0
8,8,3,0,4,2,0
7,8,2,0,1,2,0
9,20,7,0,6,2,1
13,4,3,0,5,2,0
8,9,3,0,4,2,0
7,15,2,0,1,2,0
9,6,7,0,7,2,1
13,21,3,0,5,2,0
8,15,3,0,4,2,0
7,21,2,0,1,2,0
9,6,7,0,7,2,1
13,6,3,0,5,2,0
8,21,3,0,4,2,0
7,21,2,0,2,2,0
9,15,8,0,8,2,1
13,4,3,0,6,2,0
8,21,3,0,4,2,0
7,10,2,0,2,2,0
9,15,8,0,8,2,1
13,21,3,0,6,2,0
8,12,3,0,4,2,0
7,12,2,0,2,2,0
9,3,8,0,9,2,1
13,24,3,0,6,2,0
8,15,3,0,4,3,0
7,8,2,0,2,3,0
9,24,8,0,9,3,1
13,10,3,0,6,3,0
8,18,3,0,4,3,0
7,8,2,0,2,3,0
9,12,8,0,10,3,1
13,10,3,0,6,3,0
8,18,3,0,4,3,0
7,1,2,0,3,3,0
9,1,8,0,10,3,1
13,12,3,0,6,3,0
8,8,3,0,4,3,0
7,6,2,0,3,3,0
9,15,8,0,10,3,1
13,6,3,0,6,3,0
8,3,3,0,4,3,0
7,6,2,0,3,3,0
9,12,9,0,11,3,1
13,9,3,0,7,3,0
8,10,3,0,4,3,0
7,18,2,0,3,3,0
9,12,9,0,11,3,1
13,28,3,0,7,3,0
8,8,3,0,4,3,0
7,15,2,0,3,3,0
9,6,9,0,11,3,1
13,10,3,0,7,3,0
8,10,3,0,4,3,0
7,21,2,0,3,3,0
9,6,9,0,11,3,1
13,3,3,0,7,3,0
8,8,3,0,4,3,0
7,10,2,0,3,3,0
9,8,9,0,11,3,1
13,2,3,0,7,3,0
8,18,3,0,4,3,0
7,21,2,0,3,3,0
9,15,9,0,11,3,1
13,6,3,0,7,3,0
8,20,3,0,4,3,0
7,18,2,0,3,3,0
9,18,9,0,11,3,1
13,15,3,0,7,3,0
8,15,3,0,4,3,0
7,3,2,0,3,3,0
9,6,10,1,11,3,1
13,4,2,0,0,3,0
3,4,2,0,0,1,0
11,18,2,0,0,1,0
7,6,2,0,0,1,0
13,12,2,0,0,1,1
3,4,2,0,0,1,0
11,10,2,0,0,1,0
7,8,2,0,0,1,0
13,6,2,0,0,1,1
3,9,2,0,0,1,0
11,6,2,0,0,1,0
7,15,2,0,0,1,0
13,4,2,0,0,1,1
3,12,2,0,0,1,0
11,4,2,0,0,1,0
7,6,2,0,0,1,0
13,12,2,0,0,1,1
3,12,2,0,0,1,0
11,1,2,0,0,1,0
7,8,2,0,0,1,0
13,15,4,0,0,1,1
3,4,2,0,0,1,0
11,4,2,0,0,1,0
7,3,2,0,0,1,0
13,16,4,0,0,1,1
3,4,2,0,0,1,0
11,18,2,0,0,1,0
7,8,2,0,0,1,0
13,3,4,0,1,1,1
3,4,2,0,0,1,0
11,18,2,0,0,1,0
7,3,2,0,0,1,0
13,15,4,0,1,1,1
3,4,2,0,0,1,0
11,18,2,0,0,1,0
7,2,2,0,0,1,0
13,15,4,0,1,1,1
3,9,2,0,0,1,0
11,15,2,0,0,1,0
7,6,2,0,0,1,0
13,15,4,0,1,1,1
3,9,2,0,0,1,0
11,18,2,0,0,1,0
7,8,2,0,0,1,0
13,15,4,0,2,1,1
3,12,2,0,0,1,0
11,15,2,0,0,1,0
7,10,2,0,0,1,0
13,9,4,0,2,1,1
3,15,2,0,0,1,0
11,1,3,0,1,1,0
7,10,2,0,0,1,0
13,9,4,0,2,1,1
3,6,2,0,0,1,0
11,4,3,0,1,1,0
7,6,2,0,0,1,0
