0,8,2,2,0,0,1,0,
0,8,2,2,0,0,2,0,
0,10,12,2,0,0,1,0,
0,10,12,2,0,0,2,0,
0,6,6,2,0,0,1,0,
0,6,6,2,0,0,2,0,
0,10,2,2,0,0,1,0,
0,10,2,2,0,0,2,0,
0,8,3,2,0,0,3,0,
0,8,3,2,0,0,4,0,
0,10,6,2,0,0,3,0,
0,10,6,2,0,0,4,0,
0,6,6,2,0,0,3,0,
0,6,6,2,0,0,4,0,
0,10,6,2,0,0,3,0,
0,10,6,2,0,0,4,0,
0,8,4,2,0,0,5,0,
0,8,4,2,0,0,6,0,
0,10,15,2,0,0,5,0,
0,10,15,2,0,0,6,0,
0,6,6,2,0,0,5,0,
0,6,6,2,0,0,6,0,
0,10,6,2,0,0,5,0,
0,10,6,2,0,0,6,0,
0,8,1,2,0,0,7,0,
0,8,1,2,0,0,8,0,
0,10,28,2,0,0,7,0,
0,10,28,2,0,0,8,0,
0,6,6,2,0,0,7,0,
0,6,6,2,0,0,8,0,
0,10,2,2,0,0,7,0,
0,10,2,2,0,0,8,0,
0,8,4,2,0,0,9,0,
0,8,4,2,0,0,10,0,
0,10,12,2,0,1,9,0,
0,10,12,2,0,1,10,0,
0,6,1,2,0,0,9,0,
0,6,1,2,0,0,10,0,
0,10,15,2,0,0,9,0,
0,10,15,2,0,0,10,0,
0,8,4,2,0,0,11,0,
0,8,4,2,0,0,12,0,
0,10,24,2,0,0,11,0,
0,10,24,2,0,0,12,0,
0,6,1,2,0,0,11,0,
0,6,1,2,0,0,12,0,
0,10,18,2,0,0,11,0,
0,10,18,2,0,0,12,0,
0,8,12,2,0,0,13,0,
0,8,12,2,0,0,14,0,
0,10,3,4,0,1,13,0,
0,10,3,4,0,1,14,0,
0,6,4,2,0,0,13,0,
0,6,4,2,0,0,14,0,
0,10,24,2,0,0,13,0,
0,10,24,2,0,0,14,0,
0,8,12,2,0,0,15,0,
0,8,12,2,0,0,16,0,
0,10,15,4,0,0,15,0,
0,10,15,4,0,0,16,0,
0,6,4,2,0,0,15,0,
0,6,4,2,0,0,16,0,
0,10,32,2,0,0,15,0,
0,10,32,2,0,0,16,0,
0,8,9,2,0,0,17,0,
0,8,9,2,0,0,18,0,
0,10,8,5,0,1,17,0,
0,10,8,5,0,1,18,0,
0,6,4,2,0,0,17,0,
0,6,4,2,0,0,18,0,
0,10,6,2,0,1,17,0,
0,10,6,2,0,1,18,0,
0,8,12,2,0,0,19,0,
0,8,12,2,0,0,20,0,
0,10,10,5,0,1,19,0,
0,10,10,5,0,1,20,0,
0,6,9,2,0,0,19,0,
0,6,9,2,0,0,20,0,
0,10,8,4,0,0,19,0,
0,10,8,4,0,0,20,0,
0,8,12,2,0,0,21,0,
0,8,12,2,0,0,22,0,
0,10,10,5,0,1,21,0,
0,10,10,5,0,1,22,0,
0,6,9,2,0,0,21,0,
0,6,9,2,0,0,22,0,
0,10,8,4,0,0,21,0,
0,10,8,4,0,0,22,0,
0,11,1,3,0,0,23,0,
0,11,1,3,0,0,24,0,
0,10,4,5,0,1,23,0,
0,10,4,5,0,1,24,0,
0,6,15,2,0,0,23,0,
0,6,15,2,0,0,24,0,
0,10,6,4,0,1,23,0,
0,10,6,4,0,1,24,0,
0,11,0,3,0,0,25,0,
0,11,0,3,0,0,26,0,
0,10,3,5,0,1,25,0,
0,10,3,5,0,1,26,0,
0,6,12,2,0,0,25,0,
0,6,12,2,0,0,26,0,
0,10,8,4,0,0,25,0,
0,10,8,4,0,0,26,0,
0,11,1,3,0,0,27,0,
0,11,1,3,0,0,28,0,
0,10,8,5,0,1,27,0,
0,10,8,5,0,1,28,0,
0,6,12,2,0,0,27,0,
0,6,12,2,0,0,28,0,
0,10,6,4,0,0,27,0,
0,10,6,4,0,0,28,0,
0,11,4,3,0,0,29,0,
0,11,4,3,0,0,30,0,
0,10,8,5,0,1,29,0,
0,10,8,5,0,1,30,0,
0,6,12,2,0,0,29,0,
0,6,12,2,0,0,30,0,
0,21,1,5,0,0,29,0,
0,21,1,5,0,0,30,0,
0,11,6,3,0,0,31,0,
0,11,6,3,0,0,32,0,
0,10,8,5,0,1,31,0,
0,10,8,5,0,1,32,0,
0,6,8,2,0,0,31,0,
0,6,8,2,0,0,32,0,
0,21,2,5,0,0,31,0,
0,21,2,5,0,0,32,0,
0,11,8,3,0,0,33,0,
0,11,8,3,0,0,34,0,
0,10,18,5,0,1,33,0,
0,10,18,5,0,1,34,0,
0,6,4,4,0,0,33,0,
0,6,4,4,0,0,34,0,
0,21,8,5,0,0,33,0,
0,21,8,5,0,0,34,0,
0,11,3,3,0,0,35,0,
0,11,3,3,0,0,36,0,
0,10,21,5,0,1,35,0,
0,10,21,5,0,1,36,0,
0,6,6,4,0,0,35,0,
0,6,6,4,0,0,36,0,
0,21,18,3,0,0,35,0,
0,21,18,3,0,0,36,0,
0,11,4,3,0,0,37,0,
